Title:  Solar Radiation of All station during year 1961 to 2017

SL.	Station	Year	Month	Decade	Solar Radiation
580	Dinajpur (10120)	2005	February	1	141.00
581	Dinajpur (10120)	2005	February	2	183.38
582	Dinajpur (10120)	2005	February	3	153.06
583	Dinajpur (10120)	2005	March	1	200.34
584	Dinajpur (10120)	2005	March	2	187.03
585	Dinajpur (10120)	2005	March	3	190.74
586	Dinajpur (10120)	2005	April	1	211.32
587	Dinajpur (10120)	2005	April	2	225.44
588	Dinajpur (10120)	2005	April	3	203.51
589	Dinajpur (10120)	2005	May	1	212.04
590	Dinajpur (10120)	2005	May	2	185.27
591	Dinajpur (10120)	2005	May	3	221.35
592	Dinajpur (10120)	2005	June	1	258.68
593	Dinajpur (10120)	2005	June	2	162.64
594	Dinajpur (10120)	2005	June	3	162.83
595	Dinajpur (10120)	2005	July	1	189.95
596	Dinajpur (10120)	2005	July	2	119.68
597	Dinajpur (10120)	2005	July	3	251.23
598	Dinajpur (10120)	2005	August	1	152.81
599	Dinajpur (10120)	2005	August	2	154.98
600	Dinajpur (10120)	2005	August	3	152.76
601	Dinajpur (10120)	2005	September	1	195.23
602	Dinajpur (10120)	2005	September	2	197.31
603	Dinajpur (10120)	2005	September	3	171.44
604	Dinajpur (10120)	2005	October	1	141.21
605	Dinajpur (10120)	2005	October	2	133.13
606	Dinajpur (10120)	2005	October	3	182.97
607	Dinajpur (10120)	2005	November	1	190.26
608	Dinajpur (10120)	2005	November	2	166.82
609	Dinajpur (10120)	2005	November	3	139.12
610	Dinajpur (10120)	2005	December	1	160.45
611	Dinajpur (10120)	2005	December	2	162.91
612	Dinajpur (10120)	2005	December	3	162.17
613	Dinajpur (10120)	2006	January	1	118.54
614	Dinajpur (10120)	2006	January	2	105.88
615	Dinajpur (10120)	2006	January	3	175.72
616	Dinajpur (10120)	2006	February	1	149.45
617	Dinajpur (10120)	2006	February	2	128.89
618	Dinajpur (10120)	2006	February	3	113.14
619	Dinajpur (10120)	2006	March	1	198.62
620	Dinajpur (10120)	2006	March	2	208.70
621	Dinajpur (10120)	2006	March	3	261.71
622	Dinajpur (10120)	2006	April	1	147.88
623	Dinajpur (10120)	2006	April	2	199.67
624	Dinajpur (10120)	2006	April	3	243.24
625	Dinajpur (10120)	2006	May	1	218.02
626	Dinajpur (10120)	2006	May	2	227.08
627	Dinajpur (10120)	2006	May	3	222.15
628	Dinajpur (10120)	2006	June	1	161.55
629	Dinajpur (10120)	2006	June	2	192.73
630	Dinajpur (10120)	2006	June	3	175.39
631	Dinajpur (10120)	2006	July	1	194.57
632	Dinajpur (10120)	2006	July	2	199.08
633	Dinajpur (10120)	2006	July	3	220.90
634	Dinajpur (10120)	2006	August	1	204.28
635	Dinajpur (10120)	2006	August	2	251.17
636	Dinajpur (10120)	2006	August	3	202.12
637	Dinajpur (10120)	2006	September	1	191.06
638	Dinajpur (10120)	2006	September	2	184.46
639	Dinajpur (10120)	2006	September	3	132.60
640	Dinajpur (10120)	2006	October	1	185.11
641	Dinajpur (10120)	2006	October	2	165.18
642	Dinajpur (10120)	2006	October	3	205.97
643	Dinajpur (10120)	2006	November	1	98.84
644	Dinajpur (10120)	2006	November	2	141.76
645	Dinajpur (10120)	2006	November	3	113.41
646	Dinajpur (10120)	2006	December	1	121.15
647	Dinajpur (10120)	2006	December	2	139.76
648	Dinajpur (10120)	2006	December	3	148.78
649	Dinajpur (10120)	2007	January	1	112.19
650	Dinajpur (10120)	2007	January	2	142.81
651	Dinajpur (10120)	2007	January	3	160.77
652	Dinajpur (10120)	2007	February	1	107.68
653	Dinajpur (10120)	2007	February	2	147.96
654	Dinajpur (10120)	2007	February	3	155.32
655	Dinajpur (10120)	2007	March	1	192.32
656	Dinajpur (10120)	2007	March	2	204.03
657	Dinajpur (10120)	2007	March	3	240.46
658	Dinajpur (10120)	2007	April	1	202.99
659	Dinajpur (10120)	2007	April	2	202.22
660	Dinajpur (10120)	2007	April	3	193.38
661	Dinajpur (10120)	2007	May	1	233.49
662	Dinajpur (10120)	2007	May	2	242.63
663	Dinajpur (10120)	2007	May	3	276.74
664	Dinajpur (10120)	2007	June	1	175.87
665	Dinajpur (10120)	2007	June	2	150.23
666	Dinajpur (10120)	2007	June	3	221.40
667	Dinajpur (10120)	2007	July	1	225.63
668	Dinajpur (10120)	2007	July	2	139.11
669	Dinajpur (10120)	2007	July	3	124.67
670	Dinajpur (10120)	2007	August	1	217.81
671	Dinajpur (10120)	2007	August	2	146.97
672	Dinajpur (10120)	2007	August	3	174.23
673	Dinajpur (10120)	2007	September	1	118.46
674	Dinajpur (10120)	2007	September	2	175.65
675	Dinajpur (10120)	2007	September	3	147.80
676	Dinajpur (10120)	2007	October	1	162.25
677	Dinajpur (10120)	2007	October	2	162.30
678	Dinajpur (10120)	2007	October	3	195.88
679	Dinajpur (10120)	2007	November	1	170.14
680	Dinajpur (10120)	2007	November	2	161.43
681	Dinajpur (10120)	2007	November	3	159.12
682	Dinajpur (10120)	2007	December	1	127.32
683	Dinajpur (10120)	2007	December	2	129.67
684	Dinajpur (10120)	2007	December	3	108.29
685	Dinajpur (10120)	2008	January	1	132.70
686	Dinajpur (10120)	2008	January	2	103.30
687	Dinajpur (10120)	2008	January	3	116.48
688	Dinajpur (10120)	2008	February	1	129.29
689	Dinajpur (10120)	2008	February	2	165.96
690	Dinajpur (10120)	2008	February	3	171.50
691	Dinajpur (10120)	2008	March	1	174.50
692	Dinajpur (10120)	2008	March	2	199.24
693	Dinajpur (10120)	2008	March	3	223.91
694	Dinajpur (10120)	2008	April	1	229.28
695	Dinajpur (10120)	2008	April	2	219.06
696	Dinajpur (10120)	2008	April	3	228.85
697	Dinajpur (10120)	2008	May	1	222.50
698	Dinajpur (10120)	2008	May	2	240.45
699	Dinajpur (10120)	2008	May	3	241.86
700	Dinajpur (10120)	2008	June	1	196.81
701	Dinajpur (10120)	2008	June	2	169.67
702	Dinajpur (10120)	2008	June	3	215.18
703	Dinajpur (10120)	2008	July	1	187.17
704	Dinajpur (10120)	2008	July	2	133.58
705	Dinajpur (10120)	2008	July	3	207.13
706	Dinajpur (10120)	2008	August	1	205.23
707	Dinajpur (10120)	2008	August	2	146.97
708	Dinajpur (10120)	2008	August	3	179.94
709	Dinajpur (10120)	2008	September	1	179.52
710	Dinajpur (10120)	2008	September	2	186.79
711	Dinajpur (10120)	2008	September	3	148.86
712	Dinajpur (10120)	2008	October	1	153.73
713	Dinajpur (10120)	2008	October	2	193.40
714	Dinajpur (10120)	2008	October	3	174.63
715	Dinajpur (10120)	2008	November	1	179.49
716	Dinajpur (10120)	2008	November	2	163.65
717	Dinajpur (10120)	2008	November	3	157.87
718	Dinajpur (10120)	2008	December	1	140.89
719	Dinajpur (10120)	2008	December	2	60.41
720	Dinajpur (10120)	2008	December	3	108.83
721	Dinajpur (10120)	2009	January	1	110.52
722	Dinajpur (10120)	2009	January	2	99.94
723	Dinajpur (10120)	2009	January	3	98.06
724	Dinajpur (10120)	2009	February	1	159.13
725	Dinajpur (10120)	2009	February	2	178.65
726	Dinajpur (10120)	2009	February	3	152.77
727	Dinajpur (10120)	2009	March	1	188.35
728	Dinajpur (10120)	2009	March	2	197.76
729	Dinajpur (10120)	2009	March	3	215.60
730	Dinajpur (10120)	2009	April	1	188.66
731	Dinajpur (10120)	2009	April	2	242.88
732	Dinajpur (10120)	2009	April	3	215.15
733	Dinajpur (10120)	2009	May	1	212.90
734	Dinajpur (10120)	2009	May	2	218.53
735	Dinajpur (10120)	2009	May	3	230.28
736	Dinajpur (10120)	2009	June	1	250.87
737	Dinajpur (10120)	2009	June	2	196.69
738	Dinajpur (10120)	2009	June	3	176.82
739	Dinajpur (10120)	2009	July	1	171.01
740	Dinajpur (10120)	2009	July	2	254.77
741	Dinajpur (10120)	2009	July	3	190.62
742	Dinajpur (10120)	2009	August	1	159.50
743	Dinajpur (10120)	2009	August	2	133.74
744	Dinajpur (10120)	2009	August	3	185.52
745	Dinajpur (10120)	2009	September	1	184.55
746	Dinajpur (10120)	2009	September	2	163.60
747	Dinajpur (10120)	2009	September	3	191.08
748	Dinajpur (10120)	2009	October	1	149.02
749	Dinajpur (10120)	2009	October	2	183.45
750	Dinajpur (10120)	2009	October	3	201.76
751	Dinajpur (10120)	2009	November	1	156.57
752	Dinajpur (10120)	2009	November	2	116.16
753	Dinajpur (10120)	2009	November	3	149.21
754	Dinajpur (10120)	2009	December	1	103.72
755	Dinajpur (10120)	2009	December	2	109.91
756	Dinajpur (10120)	2009	December	3	103.94
757	Dinajpur (10120)	2010	January	1	102.99
758	Dinajpur (10120)	2010	January	2	93.08
759	Dinajpur (10120)	2010	January	3	159.35
760	Dinajpur (10120)	2010	February	1	159.71
761	Dinajpur (10120)	2010	February	2	181.21
762	Dinajpur (10120)	2010	February	3	141.95
763	Dinajpur (10120)	2010	March	1	211.07
764	Dinajpur (10120)	2010	March	2	222.04
765	Dinajpur (10120)	2010	March	3	204.80
766	Dinajpur (10120)	2010	April	1	222.98
767	Dinajpur (10120)	2010	April	2	173.73
768	Dinajpur (10120)	2010	April	3	192.61
769	Dinajpur (10120)	2010	May	1	221.57
770	Dinajpur (10120)	2010	May	2	226.57
771	Dinajpur (10120)	2010	May	3	239.34
772	Dinajpur (10120)	2010	June	1	173.49
773	Dinajpur (10120)	2010	June	2	189.54
774	Dinajpur (10120)	2010	June	3	130.82
775	Dinajpur (10120)	2010	July	1	189.80
776	Dinajpur (10120)	2010	July	2	153.91
777	Dinajpur (10120)	2010	July	3	207.57
778	Dinajpur (10120)	2010	August	1	240.02
779	Dinajpur (10120)	2010	August	2	157.85
780	Dinajpur (10120)	2010	August	3	156.43
781	Dinajpur (10120)	2010	September	1	165.96
782	Dinajpur (10120)	2010	September	2	160.79
783	Dinajpur (10120)	2010	September	3	163.43
784	Dinajpur (10120)	2010	October	1	148.80
785	Dinajpur (10120)	2010	October	2	152.35
786	Dinajpur (10120)	2010	October	3	187.88
787	Dinajpur (10120)	2010	November	1	165.82
788	Dinajpur (10120)	2010	November	2	144.11
789	Dinajpur (10120)	2010	November	3	121.50
790	Dinajpur (10120)	2010	December	1	114.33
791	Dinajpur (10120)	2010	December	2	127.67
792	Dinajpur (10120)	2010	December	3	111.62
793	Dinajpur (10120)	2011	January	1	92.44
794	Dinajpur (10120)	2011	January	2	95.39
795	Dinajpur (10120)	2011	January	3	124.80
796	Dinajpur (10120)	2011	February	1	150.98
797	Dinajpur (10120)	2011	February	2	141.77
798	Dinajpur (10120)	2011	February	3	150.57
799	Dinajpur (10120)	2011	March	1	206.67
800	Dinajpur (10120)	2011	March	2	177.91
801	Dinajpur (10120)	2011	March	3	203.15
802	Dinajpur (10120)	2011	April	1	188.48
803	Dinajpur (10120)	2011	April	2	230.31
804	Dinajpur (10120)	2011	April	3	233.62
805	Dinajpur (10120)	2011	May	1	223.45
806	Dinajpur (10120)	2011	May	2	211.35
807	Dinajpur (10120)	2011	May	3	231.23
808	Dinajpur (10120)	2011	June	1	226.66
809	Dinajpur (10120)	2011	June	2	163.59
810	Dinajpur (10120)	2011	June	3	155.34
811	Dinajpur (10120)	2011	July	1	178.97
812	Dinajpur (10120)	2011	July	2	175.06
813	Dinajpur (10120)	2011	July	3	188.25
814	Dinajpur (10120)	2011	August	1	157.81
815	Dinajpur (10120)	2011	August	2	169.30
816	Dinajpur (10120)	2011	August	3	232.22
817	Dinajpur (10120)	2011	September	1	212.34
818	Dinajpur (10120)	2011	September	2	163.39
819	Dinajpur (10120)	2011	September	3	153.45
820	Dinajpur (10120)	2011	October	1	186.94
821	Dinajpur (10120)	2011	October	2	179.95
822	Dinajpur (10120)	2011	October	3	172.12
823	Dinajpur (10120)	2011	November	1	160.39
824	Dinajpur (10120)	2011	November	2	125.77
825	Dinajpur (10120)	2011	November	3	152.09
826	Dinajpur (10120)	2011	December	1	125.39
827	Dinajpur (10120)	2011	December	2	90.36
828	Dinajpur (10120)	2011	December	3	136.52
829	Dinajpur (10120)	2012	January	1	97.47
830	Dinajpur (10120)	2012	January	2	103.41
831	Dinajpur (10120)	2012	January	3	160.60
832	Dinajpur (10120)	2012	February	1	154.56
833	Dinajpur (10120)	2012	February	2	171.73
834	Dinajpur (10120)	2012	February	3	171.20
835	Dinajpur (10120)	2012	March	1	198.59
836	Dinajpur (10120)	2012	March	2	200.70
837	Dinajpur (10120)	2012	March	3	230.68
838	Dinajpur (10120)	2012	April	1	178.84
839	Dinajpur (10120)	2012	April	2	236.88
840	Dinajpur (10120)	2012	April	3	245.08
841	Dinajpur (10120)	2012	May	1	235.15
842	Dinajpur (10120)	2012	May	2	228.69
843	Dinajpur (10120)	2012	May	3	221.01
844	Dinajpur (10120)	2012	June	1	196.97
845	Dinajpur (10120)	2012	June	2	164.89
846	Dinajpur (10120)	2012	June	3	161.05
847	Dinajpur (10120)	2012	July	1	189.90
848	Dinajpur (10120)	2012	July	2	133.08
849	Dinajpur (10120)	2012	July	3	224.51
850	Dinajpur (10120)	2012	August	1	223.74
851	Dinajpur (10120)	2012	August	2	209.22
852	Dinajpur (10120)	2012	August	3	203.54
853	Dinajpur (10120)	2012	September	1	196.53
854	Dinajpur (10120)	2012	September	2	115.10
855	Dinajpur (10120)	2012	September	3	182.07
856	Dinajpur (10120)	2012	October	1	134.02
857	Dinajpur (10120)	2012	October	2	197.25
858	Dinajpur (10120)	2012	October	3	201.59
859	Dinajpur (10120)	2012	November	1	122.05
860	Dinajpur (10120)	2012	November	2	159.00
861	Dinajpur (10120)	2012	November	3	130.01
862	Dinajpur (10120)	2012	December	1	96.04
863	Dinajpur (10120)	2012	December	2	72.55
864	Dinajpur (10120)	2012	December	3	94.02
865	Dinajpur (10120)	2013	January	1	107.08
866	Dinajpur (10120)	2013	January	2	117.15
867	Dinajpur (10120)	2013	January	3	141.20
868	Dinajpur (10120)	2013	February	1	153.10
869	Dinajpur (10120)	2013	February	2	146.89
870	Dinajpur (10120)	2013	February	3	161.83
871	Dinajpur (10120)	2013	March	1	210.66
872	Dinajpur (10120)	2013	March	2	198.40
873	Dinajpur (10120)	2013	March	3	245.83
874	Dinajpur (10120)	2013	April	1	243.87
875	Dinajpur (10120)	2013	April	2	196.90
876	Dinajpur (10120)	2013	April	3	174.85
877	Dinajpur (10120)	2013	May	1	155.87
878	Dinajpur (10120)	2013	May	2	183.42
879	Dinajpur (10120)	2013	May	3	204.80
880	Dinajpur (10120)	2013	June	1	183.05
881	Dinajpur (10120)	2013	June	2	231.71
882	Dinajpur (10120)	2013	June	3	169.49
883	Dinajpur (10120)	2013	July	1	158.44
884	Dinajpur (10120)	2013	July	2	207.05
885	Dinajpur (10120)	2013	July	3	218.23
886	Dinajpur (10120)	2013	August	1	179.49
887	Dinajpur (10120)	2013	August	2	163.08
888	Dinajpur (10120)	2013	August	3	190.45
889	Dinajpur (10120)	2013	September	1	165.70
890	Dinajpur (10120)	2013	September	2	226.80
891	Dinajpur (10120)	2013	September	3	161.46
892	Dinajpur (10120)	2013	October	1	146.35
893	Dinajpur (10120)	2013	October	2	137.11
894	Dinajpur (10120)	2013	October	3	156.20
895	Dinajpur (10120)	2013	November	1	140.23
896	Dinajpur (10120)	2013	November	2	166.20
897	Dinajpur (10120)	2013	November	3	146.19
898	Dinajpur (10120)	2013	December	1	140.32
899	Dinajpur (10120)	2013	December	2	82.95
900	Dinajpur (10120)	2013	December	3	73.21
901	Dinajpur (10120)	2014	January	1	88.17
902	Dinajpur (10120)	2014	January	2	98.68
903	Dinajpur (10120)	2014	January	3	115.50
904	Dinajpur (10120)	2014	February	1	128.00
905	Dinajpur (10120)	2014	February	2	145.75
906	Dinajpur (10120)	2014	February	3	121.15
907	Dinajpur (10120)	2014	March	1	168.60
908	Dinajpur (10120)	2014	March	2	214.74
909	Dinajpur (10120)	2014	March	3	241.07
910	Dinajpur (10120)	2014	April	1	214.65
911	Dinajpur (10120)	2014	April	2	243.55
912	Dinajpur (10120)	2014	April	3	246.27
913	Dinajpur (10120)	2014	May	1	213.96
914	Dinajpur (10120)	2014	May	2	242.29
915	Dinajpur (10120)	2014	May	3	186.82
916	Dinajpur (10120)	2014	June	1	162.52
917	Dinajpur (10120)	2014	June	2	196.23
918	Dinajpur (10120)	2014	June	3	133.85
919	Dinajpur (10120)	2014	July	1	162.74
920	Dinajpur (10120)	2014	July	2	168.53
921	Dinajpur (10120)	2014	July	3	220.43
922	Dinajpur (10120)	2014	August	1	202.83
923	Dinajpur (10120)	2014	August	2	128.85
924	Dinajpur (10120)	2014	August	3	163.80
925	Dinajpur (10120)	2014	September	1	205.47
926	Dinajpur (10120)	2014	September	2	141.16
927	Dinajpur (10120)	2014	September	3	136.71
928	Dinajpur (10120)	2014	October	1	200.06
929	Dinajpur (10120)	2014	October	2	166.45
930	Dinajpur (10120)	2014	October	3	166.87
931	Dinajpur (10120)	2014	November	1	170.66
932	Dinajpur (10120)	2014	November	2	122.00
933	Dinajpur (10120)	2014	November	3	94.15
934	Dinajpur (10120)	2014	December	1	104.57
935	Dinajpur (10120)	2014	December	2	87.71
936	Dinajpur (10120)	2014	December	3	116.02
937	Dinajpur (10120)	2015	January	1	82.33
938	Dinajpur (10120)	2015	January	2	108.26
939	Dinajpur (10120)	2015	January	3	143.30
940	Dinajpur (10120)	2015	February	1	141.54
941	Dinajpur (10120)	2015	February	2	150.32
942	Dinajpur (10120)	2015	February	3	97.56
943	Dinajpur (10120)	2015	March	1	186.32
944	Dinajpur (10120)	2015	March	2	163.80
945	Dinajpur (10120)	2015	March	3	204.62
946	Dinajpur (10120)	2015	April	1	197.00
947	Dinajpur (10120)	2015	April	2	174.80
948	Dinajpur (10120)	2015	April	3	179.52
949	Dinajpur (10120)	2015	May	1	216.45
950	Dinajpur (10120)	2015	May	2	208.02
951	Dinajpur (10120)	2015	May	3	178.55
952	Dinajpur (10120)	2015	June	1	217.90
953	Dinajpur (10120)	2015	June	2	176.01
954	Dinajpur (10120)	2015	June	3	157.42
955	Dinajpur (10120)	2015	July	1	147.60
956	Dinajpur (10120)	2015	July	2	179.05
957	Dinajpur (10120)	2015	July	3	222.32
958	Dinajpur (10120)	2015	August	1	158.27
959	Dinajpur (10120)	2015	August	2	153.74
960	Dinajpur (10120)	2015	August	3	144.80
961	Dinajpur (10120)	2015	September	1	151.43
962	Dinajpur (10120)	2015	September	2	187.99
963	Dinajpur (10120)	2015	September	3	169.95
964	Dinajpur (10120)	2015	October	1	194.16
965	Dinajpur (10120)	2015	October	2	181.74
966	Dinajpur (10120)	2015	October	3	170.28
967	Dinajpur (10120)	2015	November	1	137.91
968	Dinajpur (10120)	2015	November	2	125.48
969	Dinajpur (10120)	2015	November	3	148.92
970	Dinajpur (10120)	2015	December	1	100.56
971	Dinajpur (10120)	2015	December	2	77.11
972	Dinajpur (10120)	2015	December	3	130.00
973	Dinajpur (10120)	2016	January	1	112.14
974	Dinajpur (10120)	2016	January	2	99.71
975	Dinajpur (10120)	2016	January	3	106.14
976	Dinajpur (10120)	2016	February	1	116.44
977	Dinajpur (10120)	2016	February	2	139.87
978	Dinajpur (10120)	2016	February	3	161.72
979	Dinajpur (10120)	2016	March	1	177.78
980	Dinajpur (10120)	2016	March	2	190.37
981	Dinajpur (10120)	2016	March	3	179.95
982	Dinajpur (10120)	2016	April	1	183.95
983	Dinajpur (10120)	2016	April	2	177.39
984	Dinajpur (10120)	2016	April	3	193.50
985	Dinajpur (10120)	2016	May	1	186.65
986	Dinajpur (10120)	2016	May	2	178.51
987	Dinajpur (10120)	2016	May	3	221.04
988	Dinajpur (10120)	2016	June	1	244.57
989	Dinajpur (10120)	2016	June	2	145.32
990	Dinajpur (10120)	2016	June	3	169.63
991	Dinajpur (10120)	2016	July	1	156.61
992	Dinajpur (10120)	2016	July	2	163.98
993	Dinajpur (10120)	2016	July	3	156.51
994	Dinajpur (10120)	2016	August	1	230.72
995	Dinajpur (10120)	2016	August	2	193.18
996	Dinajpur (10120)	2016	August	3	197.74
997	Dinajpur (10120)	2016	September	1	162.55
998	Dinajpur (10120)	2016	September	2	146.56
999	Dinajpur (10120)	2016	September	3	152.63
1000	Dinajpur (10120)	2016	October	1	152.83
1001	Dinajpur (10120)	2016	October	2	169.70
1002	Dinajpur (10120)	2016	October	3	193.26
1003	Dinajpur (10120)	2016	November	1	162.89
1004	Dinajpur (10120)	2016	November	2	156.33
1005	Dinajpur (10120)	2016	November	3	147.63
1006	Dinajpur (10120)	2016	December	1	117.83
1007	Dinajpur (10120)	2016	December	2	114.53
1008	Dinajpur (10120)	2016	December	3	125.41
1009	Dinajpur (10120)	2017	January	1	108.57
1010	Dinajpur (10120)	2017	January	2	138.21
1011	Dinajpur (10120)	2017	January	3	153.00
1012	Dinajpur (10120)	2017	February	1	153.92
1013	Dinajpur (10120)	2017	February	2	161.02
1014	Dinajpur (10120)	2017	February	3	144.57
1015	Dinajpur (10120)	2017	March	1	169.60
1016	Dinajpur (10120)	2017	March	2	199.86
1017	Dinajpur (10120)	2017	March	3	154.65
1018	Dinajpur (10120)	2017	April	1	155.02
1019	Dinajpur (10120)	2017	April	2	190.82
1020	Dinajpur (10120)	2017	April	3	169.49
1021	Dinajpur (10120)	2017	May	1	175.31
1022	Dinajpur (10120)	2017	May	2	222.03
1023	Dinajpur (10120)	2017	May	3	218.64
1024	Dinajpur (10120)	2017	June	1	197.06
1025	Dinajpur (10120)	2017	June	2	182.39
1026	Dinajpur (10120)	2017	June	3	189.09
1027	Dinajpur (10120)	2017	July	1	132.02
1028	Dinajpur (10120)	2017	July	2	211.66
1029	Dinajpur (10120)	2017	July	3	163.59
1030	Dinajpur (10120)	2017	August	1	151.00
1031	Dinajpur (10120)	2017	August	2	154.26
1032	Dinajpur (10120)	2017	August	3	192.98
1033	Dinajpur (10120)	2017	September	1	165.39
1034	Dinajpur (10120)	2017	September	2	163.94
1035	Dinajpur (10120)	2017	September	3	135.43
1036	Dinajpur (10120)	2017	October	1	149.06
1037	Dinajpur (10120)	2017	October	2	163.19
1038	Dinajpur (10120)	2017	October	3	141.57
1039	Dinajpur (10120)	2017	November	1	181.74
1040	Dinajpur (10120)	2017	November	2	137.00
1041	Dinajpur (10120)	2017	November	3	127.60
1042	Dinajpur (10120)	2017	December	1	129.74
1043	Dinajpur (10120)	2017	December	2	95.11
1044	Dinajpur (10120)	2017	December	3	134.64
1045	Rangpur (10208)	1979	January	1	127.45
1046	Rangpur (10208)	1979	January	2	135.87
1047	Rangpur (10208)	1979	January	3	160.58
1048	Rangpur (10208)	1979	February	1	157.02
1049	Rangpur (10208)	1979	February	2	171.01
1050	Rangpur (10208)	1979	February	3	146.59
1051	Rangpur (10208)	1979	March	1	193.60
1052	Rangpur (10208)	1979	March	2	204.90
1053	Rangpur (10208)	1979	March	3	220.18
1054	Rangpur (10208)	1979	April	1	213.93
1055	Rangpur (10208)	1979	April	2	216.14
1056	Rangpur (10208)	1979	April	3	206.17
1057	Rangpur (10208)	1979	May	1	208.22
1058	Rangpur (10208)	1979	May	2	221.99
1059	Rangpur (10208)	1979	May	3	223.75
1060	Rangpur (10208)	1979	June	1	201.68
1061	Rangpur (10208)	1979	June	2	188.46
1062	Rangpur (10208)	1979	June	3	182.27
1063	Rangpur (10208)	1979	July	1	164.35
1064	Rangpur (10208)	1979	July	2	178.58
1065	Rangpur (10208)	1979	July	3	197.10
1066	Rangpur (10208)	1979	August	1	215.97
1067	Rangpur (10208)	1979	August	2	179.07
1068	Rangpur (10208)	1979	August	3	153.08
1069	Rangpur (10208)	1979	September	1	169.52
